subject,relation,object
和睦茶花村,位于,腾冲
比顿,位于,隆阳
光丽研学旅游景区,位于,隆阳
达摩山景区,位于,腾冲
三道桥文化景区,位于,昌宁县
鸵鸟园,位于,腾冲
龙山湖景区,位于,龙陵县
黄家寨古茶公园,位于,昌宁县
大水塘苗族风情园,位于,昌宁县
陇川县森林公园,位于,德宏
子原传统村落,位于,保山
刺树丫口景区,位于,临沧
董官村景区,位于,腾冲
千佛洞,位于,隆阳
品斛堂景区,位于,龙陵县
帕提瓦民族村,位于,腾冲
帕连艺术村,位于,腾冲
东篱风语,位于,施甸县
富宁县神火景区,位于,富宁县
富宁县花王岭创意农业产业园,位于,文山
清凉洞旅游区,位于,文山
云茶山庄,位于,峨山县
海棠洼生态旅游区,位于,保山
野鸭湖,位于,施甸县
龙江清塘梯田,位于,龙陵县
红色朱家庄,位于,龙陵县
白龙潭,位于,隆阳
澜沧江高峡平湖,位于,昌宁县
新寨咖啡,位于,隆阳
娲女神泉,位于,施甸县
国门新村,位于,腾冲
哈寨,位于,保山
翁堵大明湖生态旅游区,位于,保山
芒赖景区,位于,昌宁县
香柏场自然公园,位于,隆阳
清水景区,位于,保山
中寨,位于,保山
河图大官庙景区,位于,隆阳
马鹿塘景区,位于,隆阳
龙安边境土砖文化,位于,德宏
昌宁红,位于,保山
闹兜阳,位于,文山
扎西会议纪念地景区,位于,昭通
黄金谷,位于,文山
抚仙湖星空小镇,位于,澄江
文山州博物馆,位于,文山
滇滩棋盘石景区,位于,保山
高黎贡山古道公园,位于,保山
鲤鱼河,位于,丽江
龙潭公园,位于,保山
勐糯大寨景区,位于,保山
东坡森林公园,位于,保山
观光农业园,位于,保山
腾冲腾越玉璧景区,位于,腾冲
湾甸帕旭傣族村,位于,保山
银宝彝族传统村落,位于,昌宁县
德馨景区,位于,保山
老虎垭口景区,位于,保山
明光云岩溶洞景区,位于,保山
和谐塔中塔景区,位于,香格里拉
罗家坪旅游景区,位于,文山
清水湾旅游景区,位于,砚山县
广南县普迁康养度假景区,位于,广南县
金钟山,位于,文山
广南县千年壮寨马碧,位于,广南县
东升公社,位于,西畴县
西洋双湖,位于,广南县
八宝三腊瀑布景区,位于,广南县
拖派景区,位于,广南县
诸葛山庄园,位于,文山
西洋江大峡谷,位于,广南县
小马固新寨景区,位于,文山
老山作战纪念馆,位于,麻栗坡县
支前烈士纪念馆,位于,文山
五龙水生态小镇,位于,曲靖
会泽古城,位于,会泽县
麻栗坡县仙乡石斛生态园,位于,麻栗坡县
马龙沈家山景区,位于,曲靖
马洒景区,位于,文山
阿峨新寨旅游村,位于,文山
天士力,位于,文山
普者黑玫瑰庄园,位于,文山
国家水利风景区,位于,文山
戎氏茶文化庄园,位于,临沧
龙泉国家森林公园,位于,玉溪
司莫拉佤族村,位于,保山
海湾营地,位于,昆明
大龙洞景区,位于,昭阳
忆持巷,位于,丽江
永宏水上娱乐城,位于,昭阳
春城湖畔度假村,位于,宜良县
丽江虎跳峡,位于,玉龙县
云南省农业农村厅,位于,盘龙
华侨城温泉水公园,位于,宜良县
康藤红河谷,位于,红河县
云端彼岸马场,位于,丽江
小山峡桃源谷,位于,镇雄县
昆钢大厦环城南路地铁站接驳车,位于,西山
水上娱乐城,位于,昭阳
大理变压工厂幻境2099演艺,位于,大理
大理古城灯会,位于,大理
漫埕森林,位于,昭通
滇池国际会展中心5号馆,位于,昆明
游泰东北,位于,西双版纳
云南省图书馆,位于,五华
长水机场租车盲盒,位于,昆明
大古里欢乐城,位于,昭通
红河县图书馆,位于,红河
红河县文化馆,位于,红河
红河州图书馆,位于,红河
金平县图书馆,位于,红河
金平县文化馆,位于,红河
屏边县图书馆,位于,红河
屏边县文化馆,位于,红河
昆明古滇半山温泉酒店,位于,呈贡
富宁县文化馆,位于,文山
富宁县图书馆,位于,文山
广南县图书馆,位于,文山
麻栗坡县文化馆,位于,文山
马关县文化馆,位于,文山
马关县图书馆,位于,文山
文山市文化馆,位于,文山
砚山县文化馆,位于,文山
砚山县图书馆,位于,文山
麻栗坡县图书馆,位于,文山
广南县文化馆,位于,文山
泸水市文化馆,位于,怒江
贡山县文化馆,位于,怒江
福贡县文化馆,位于,怒江
兰坪县文化馆,位于,怒江
怒江州文化馆,位于,怒江
怒江州图书馆,位于,怒江
泸水市图书馆,位于,怒江
贡山县图书馆,位于,怒江
福贡县图书馆,位于,怒江
兰坪县图书馆,位于,怒江
建水紫陶里,位于,红河
海洪湿地公园,位于,昆明
王官湿地公园,位于,昆明
捞鱼河湿地公园,位于,昆明
西亮塘湿地公园,位于,昆明
星海半岛湖滨生态湿地公园,位于,官渡
草海湖滨湿地,位于,昆明
宝丰湿地公园,位于,昆明
泸西黄草洲国家湿地公园,位于,泸西县
晋宁南滇池国家湿地公园,位于,晋宁
云南鹤庆东草海国家湿地公园,位于,大理
兰坪箐花甸国家湿地公园,位于,兰坪县
江川星云湖国家湿地公园,位于,江川
云南蒙自长桥海国家湿地公园,位于,蒙自
通海杞麓湖国家湿地公园,位于,通海县
龙川桥森林公园,位于,盘龙
阳宗海滨海湿地公园,位于,昆明
水神峤景区,位于,安宁
棋盘山森林公园,位于,昆明
官渡森林公园,位于,官渡
海潮寺森林公园,位于,嵩明县
呼马山森林公园,位于,盘龙
法界寺森林公园,位于,嵩明县
东川森林公园,位于,昆明
东大森林公园,位于,盘龙
圭山国家森林公园,位于,石林县
滇南绿洲生态园,位于,蒙自
个旧市戈贾森林公园,位于,个旧
开远市七星湖湿地公园,位于,开远
蒙自市碧色寨森林公园,位于,蒙自
建水县龙窖生态城城市森林公园,位于,建水县
石屏县焕文森林公园,位于,石屏县
弥勒市吉成森林公园,位于,弥勒
泸西县黄草洲湿地公园,位于,泸西县
红河县侨乡森林公园,位于,红河县
元阳县红河谷森林公园,位于,元阳县
绿春县东仰森林公园,位于,绿春县
屏边县牧羊河湿地公园,位于,屏边县
金平县花果山森林公园,位于,金平县
河口县口岸森林公园,位于,河口县
个旧市图书馆,位于,红河
个旧市文化馆,位于,红河
河口县图书馆,位于,红河
河口县文化馆,位于,红河
红河州文化馆,位于,红河
建水县文化馆,位于,红河
开远市图书馆,位于,红河
开远市文化馆,位于,红河
泸西县图书馆,位于,红河
泸西县文化馆,位于,红河
绿春县图书馆,位于,红河
绿春县文化馆,位于,红河
宜良滇中尚浴温泉酒店,位于,昆明
蒙自市图书馆,位于,红河
蒙自市文化馆,位于,红河
弥勒市图书馆,位于,红河
弥勒市文化馆,位于,红河
石屏县图书馆,位于,红河
石屏县文化馆,位于,红河
元阳县图书馆,位于,红河
元阳县文化馆,位于,红河
隆阳区图书馆,位于,保山
隆阳区文化馆,位于,保山
保山历史名人堂,位于,保山
梁金山纪念馆,位于,保山
文山市图书馆,位于,文山
建水县文化馆,位于,建水县
建水县图书馆,位于,红河
昌宁县图书馆,位于,保山
昌宁县文化馆,位于,保山
丘北县图书馆,位于,文山
丘北县文化馆,位于,文山
施甸县文化馆,位于,保山
施甸县图书馆,位于,保山
腾冲市图书馆,位于,保山
腾冲市文化馆,位于,保山
西畴县图书馆,位于,文山
西畴县文化馆,位于,文山
茶腊景区,位于,怒江
雾里怒族原生态聚落景区,位于,怒江
贡当神山景区,位于,怒江
墨江文庙,位于,墨江县
龙竹棚老寨景区,位于,澜沧县
云南文学艺术馆,位于,昆明
大山包鸡公山,位于,昭阳
昆明融创雪世界,位于,西山
磨黑古镇,位于,宁洱县
昆明海乐世界泡泡米益智成长中心,位于,官渡
丽江景区直通车,位于,丽江
拉市海云顶湖畔,位于,丽江
阿诗玛游石林,位于,石林县
丽江机场大巴,位于,古城
漫山云居,位于,西双版纳
大理站,位于,大理
六郎城仙草秘境,位于,文山
雪山峡谷演艺公园,位于,丽江
大理花醉艺术中心,位于,大理
大理水花庄园,位于,大理
大理金梭岛,位于,大理
喜洲马帮世家,位于,大理
云枪汇射击俱乐部,位于,大理
普者黑天鹅湖景区,位于,文山
讲武文创蓝花楹主题乐园,位于,昆明
大玉龙景区,位于,丽江
中国抹茶农垦庄园,位于,广南县
八宝水乡田园综合体,位于,广南县
龙华秘境半山酒店生态旅游度假村,位于,广南县
金魔方儿童职业体验中心,位于,昆明
剑川古城,位于,大理
西双版纳热带动物园,位于,西双版纳
草多多森林牧场,位于,昆明
花伴一生,位于,大理
丽江美泉在水一方马场,位于,玉龙县
鞍码湖七彩音乐风铃小镇,位于,文山
兔乐西山森林公园,位于,昆明
盘龙江游船,位于,昆明
田园趣天空农场,位于,昆明
九乡森林营地,位于,宜良县
大型舞蹈作品集云之南喃,位于,五华
龙坝岗休闲度假区,位于,文山
六郎城仙草密境,位于,文山
弥勒小河边玫瑰花采摘,位于,弥勒
云南温泉惠民卡二期,位于,昆明
拉市海骑马体验,位于,玉龙县
滇国古桩月季园,位于,昆明
潘祥记梦橙花园,位于,大理
环洱海旅游观光巴士,位于,大理
大理伊美西海庄园,位于,大理
勐巴拉娜西歌舞秀,位于,景洪
老君山大峡谷漂流,位于,玉龙县
刘永周皮影戏馆,位于,保山
蓝续古法扎染体验园,位于,大理
西双版纳易和达国际旅行社有限公司,位于,西双版纳
纳西古乐会,位于,丽江
拉市海粉红悠悠马场,位于,丽江
纳西创世纪,位于,丽江
丽江三川云来滑翔伞飞行营地,位于,永胜县
花花色玫瑰庄园,位于,丽江
曼沙户外沙滩车俱乐部,位于,玉龙县
白沙古镇,位于,玉龙县
半山露天温泉,位于,古城
御水湾温泉,位于,宁蒗县
芒玉大峡谷,位于,景谷县
漫崖咖啡庄园,位于,宁洱县
华侨城昆明阳宗海度假区,位于,昆明
回贤古寨,位于,德宏
芒市金湖湾水世界,位于,芒
西双版纳象出没雨林营地,位于,景洪
西双版纳探险者丛林越野俱乐部,位于,景洪
曼掌村,位于,景洪
丽江沙洲自然营地,位于,玉龙县
丙闷大榕树咖啡庄,位于,保山
青东公园,位于,保山
龙潭景区,位于,昌宁县
烫习古树芒果景区,位于,隆阳
勐赫小镇,位于,隆阳
百花岭,位于,隆阳
运启黄龙玉博物馆,位于,龙陵县
小人国主题公园,位于,昆明
青年公社,位于,隆阳
密祉景区,位于,弥渡县
小河淌水天生桥,位于,弥渡县
芒市傣族古镇,位于,德宏
小小孩艺术节,位于,西山
东风韵音乐嘉年华,位于,弥勒
仙湖仲景苹果庄园,位于,澄江
甘蔗寨,位于,腾冲
芒棒镇张家村景区,位于,腾冲
振峰庄园,位于,五华
春润茶文旅农庄,位于,施甸县
勐统贡茶庄园景区,位于,昌宁县
浪漫花缘里,位于,腾冲
盈水景区,位于,腾冲
归云庄,位于,腾冲
鲁布革布依小镇,位于,曲靖
欢乐新天地,位于,腾冲
吾尔岭,位于,昆明
乌龙潭,位于,禄丰
付费定制,位于,西山
永和国门新村景区,位于,沧源县
彝海公园,位于,楚雄
贝山陶庄,位于,红河
古滇红尾狐卡丁车俱乐部,位于,晋宁
拉市海景区,位于,玉龙县
小沙坝景区,位于,泸水
滇池鑫灿游船,位于,昆明
彝家果园,位于,西山
永仁外普拉景区,位于,永仁县
红色文化公园,位于,楚雄
梦里原乡十字口,位于,永平县
离天空最近的茶园,位于,永平县
滇滩水城旅游名村,位于,腾冲
坝派,位于,腾冲
白崖城景区,位于,弥渡县
中国红河蝴蝶谷,位于,金平县
勐相公园,位于,临沧
丽水金沙,位于,古城
昆明得乐农庄,位于,西山
勐省永农秋景区,位于,沧源县
小落水景区,位于,镇康县
南中爨城,位于,经开
万松居景区,位于,宣威
葫芦湾,位于,沾益
尼珠河大峡谷,位于,宣威
菌园景区,位于,昌宁县
樊家营景区,位于,腾冲
高黎贡咖啡园,位于,隆阳
保岫广场,位于,隆阳
梅花村,位于,腾冲
传统乡村耕读聚落,位于,建水县
临安府署,位于,建水县
怒江百鸟谷,位于,泸水
怒江香料园,位于,泸水
大理华彬玛尔斯乐园,位于,大理
芒市傣族古镇,位于,芒
花仙谷景区,位于,丘北县
水陌青田景区,位于,丘北县
楠竹公社,位于,西山
大理城际车,位于,大理
个旧老阴山景区宝华索道,位于,红河
乌龙河公园,位于,武定县
三杄二红茶文化苑,位于,凤庆县
罗平金鸡峰丛,位于,罗平县
时祉,位于,昆明
茅州古镇,位于,牟定县
姚安百果园,位于,姚安县
三台核桃森林公园,位于,大姚县
生物多样性科普园,位于,楚雄
山间吃茶铺,位于,大理
诗年华茶咖馆,位于,建水县
大理石空国石博物馆,位于,大理
西双版纳茶马古道,位于,西双版纳
璞韵古茶,位于,大理
滇池,位于,昆明
古滇艺海码头,位于,昆明
七彩云南欢乐世界飞翔影院,位于,昆明
古滇朵拉萌宠乐园,位于,昆明
圆通寺,位于,昆明
翠湖公园,位于,昆明
大观楼,位于,昆明
长水国际机场,位于,昆明
乐谱凹,位于,昆明
落霞沟,位于,昆明
昆明古滇名城皇冠假日酒店,位于,昆明
昆明古滇度假酒店,位于,昆明
昆明古滇半山温泉酒店,位于,昆明
正义坊,位于,昆明
世博52森林康养温泉,位于,昆明
云南师范大学,位于,昆明
聂耳墓,位于,昆明
昆明站,位于,昆明
昆明饭店线上生活过桥米线,位于,昆明
铁朋小锅米线,位于,昆明
南中煮,位于,昆明
李记河,位于,昆明
如家酒店,位于,昆明
云南木水花野生菌市场,位于,昆明
中国昆明斗南花卉市场,位于,昆明
世界园艺博览园,位于,昆明
翠湖,位于,昆明
金马碧鸡坊,位于,昆明
七彩云南古滇名城,位于,昆明
南屏步行街,位于,昆明
1910火车南站,位于,昆明
祥云美食城,位于,昆明
昆明火车站,位于,昆明
海埂公园,位于,昆明
海东湿地公园,位于,昆明
宝丰湿地,位于,昆明
石林银瑞林国际大酒店,位于,昆明
海埂大坝,位于,昆明
昆明南站,位于,昆明
斗南,位于,昆明
古滇精品湿地公园,位于,昆明
云南野生动物园,位于,昆明
百合音乐主题餐厅,位于,昆明
昆明原影友之家接待站,位于,昆明
钱王街,位于,昆明
大叠水瀑布,位于,昆明
云南大学,位于,昆明
圆通山,位于,昆明
公园1903,位于,昆明
寻甸一席民宿青年旅舍,位于,昆明
七彩云南古滇温泉山庄,位于,昆明
石林风景区,位于,石林
昆明楠遇度假酒店,位于,昆明
大观篆新农贸市场,位于,昆明
昆明滇池西山区政府亚朵酒店,位于,昆明
建新园过桥米线,位于,昆明
正义坊购物中心,位于,昆明
昆明三三青年旅舍,位于,昆明
翠湖公,位于,昆明
石林,位于,昆明
捞渔河湿地公园,位于,昆明
九乡,位于,宜良
文化巷,位于,昆明
南强街巷,位于,昆明
精怪塘,位于,昆明
天台峰,位于,昆明
昆明春城湖畔度假村,位于,昆明
云大会泽院仰止楼,位于,昆明
金殿公园,位于,昆明
昆明晟世仟和酒店,位于,昆明
花之城,位于,昆明
昆明滇池后海美食集市,位于,昆明
凤龙湾国际旅游度假区,位于,寻甸
金色螳螂川风景区,位于,安宁
昆明融创乐园,位于,昆明
文林街,位于,昆明
云南陆军讲武堂旧址,位于,昆明
东寺塔,位于,昆明
南屏街,位于,昆明
云上四季酒店,位于,昆明
昆明融创施柏阁酒店,位于,昆明
洱源,位于,大理
茶马花街,位于,昆明
昆明花之城豪生国际大酒店,位于,昆明
石林客运,位于,石林
步哨山,位于,石林
剑峰池,位于,石林
中央红军长征出发地纪念园,位于,于都
昆明际洋温泉大酒店,位于,昆明
龙门,位于,昆明
周培源旧居,位于,昆明
滇池西山索道,位于,昆明
呈贡滇池生态湿地公园,位于,昆明
小石林,位于,石林
鑫源大酒店,位于,昆明
桥香园云南过桥米线,位于,昆明
昆明四叶草,位于,昆明
